1,1.0,1.0,0.095,1.0,0.5,1.0,1.0,0.0995,1.0,0.8333333333333334,1.0,0.0,0.005,0.015,0.0,0.199,1.0
2,2.0,1.0,0.985,1.0,0.2815198788782006,1.0,1.0,0.7775,1.0,0.3509858805959577,2.0,0.05775634550949449,0.165,0.695,0.47250726224975736,0.879,2.0
3,1.0,2.0,0.265,1.0,0.9914373307591141,2.0,2.0,0.4325,1.0,0.2527552243360811,1.0,0.1798244997410552,0.855,0.285,0.591502530811541,0.135,2.0
4,1.0,3.0,0.805,1.0,0.2654144874500587,3.0,1.0,0.2405,2.0,0.206183480316947,1.0,0.8184740369820431,0.875,0.725,0.5363556245252475,0.489,2.0
5,1.0,1.0,0.305,2.0,0.3107725451243697,1.0,1.0,0.9165,2.0,0.7252724716163746,2.0,0.20431381335387666,0.655,0.845,0.7587417515468822,0.905,2.0
6,1.0,1.0,0.035,2.0,0.48941333432252987,3.0,2.0,0.9355,2.0,0.7002400160948093,2.0,0.012587599325591947,0.595,0.555,0.02544718078740671,0.455,1.0
7,2.0,3.0,0.325,1.0,0.5378337160798101,3.0,1.0,0.9665,1.0,0.713885284855992,1.0,0.9736362040532498,0.115,0.295,0.2167565336282392,0.887,1.0
8,1.0,1.0,0.095,1.0,0.5,1.0,1.0,0.0995,1.0,0.8333333333333334,1.0,0.0,0.215,0.015,0.0,0.199,1.0
9,1.0,2.0,0.895,1.0,0.02192344549912517,3.0,2.0,0.5575,1.0,0.8181053502487273,2.0,0.7242817396272271,0.965,0.935,0.5380886171430734,0.417,1.0
10,1.0,1.0,0.095,1.0,0.5,1.0,1.0,0.0995,1.0,0.8333333333333334,1.0,0.0,0.005,0.015,0.0744978654837646,0.199,1.0
11,1.0,2.0,0.265,1.0,0.10221665293111537,3.0,2.0,0.8595,1.0,0.5121174633102349,2.0,0.44674262675273635,0.445,0.095,0.9672501088155685,0.179,2.0
12,1.0,1.0,0.095,1.0,0.5,1.0,2.0,0.0995,1.0,0.8333333333333334,1.0,0.0,0.005,0.015,0.0,0.199,1.0
13,1.0,1.0,0.575,2.0,0.6206370377494365,1.0,2.0,0.5475,1.0,0.21952359282122488,2.0,0.10783492273513506,0.695,0.035,0.8499930303507295,0.347,1.0
14,1.0,3.0,0.735,1.0,0.9563776052248153,1.0,1.0,0.8855,1.0,0.18018077568939375,1.0,0.052443153617105276,0.045,0.555,0.6931640189495009,0.201,2.0
15,2.0,3.0,0.765,2.0,0.9409793252983257,1.0,2.0,0.9465,2.0,0.047149922398238335,2.0,0.4083476661110901,0.245,0.845,0.8530076385338763,0.035,2.0
16,1.0,1.0,0.015,2.0,0.3860134410795397,3.0,1.0,0.1345,1.0,0.732786446558103,1.0,0.024900494140939644,0.075,0.525,0.8340718720448863,0.125,1.0
17,2.0,3.0,0.995,1.0,0.2904285889081326,1.0,1.0,0.0495,1.0,0.35937699224688135,1.0,0.13228073715660682,0.645,0.155,0.22066609628994893,0.175,1.0
18,1.0,1.0,0.095,1.0,0.5,1.0,1.0,0.0995,1.0,0.8333333333333334,1.0,0.0,0.125,0.015,0.0744978654837646,0.199,1.0
19,1.0,3.0,0.435,2.0,0.7195142283714477,1.0,1.0,0.6155,1.0,0.6238202323214949,2.0,0.2400925613414293,0.695,0.305,0.36487618046229475,0.361,1.0
20,1.0,3.0,0.385,2.0,0.8740153236918783,1.0,1.0,0.1705,1.0,0.3148837566359387,2.0,0.053605363743611245,0.565,0.095,0.6611145964578469,0.131,1.0
21,1.0,3.0,0.495,2.0,0.7502541660762271,2.0,1.0,0.5605,2.0,0.08579774924939985,1.0,0.7044346894065237,0.235,0.215,0.42119421259530554,0.657,2.0
22,1.0,1.0,0.965,1.0,0.8599279419723702,1.0,1.0,0.5305,1.0,0.8138024792144468,1.0,0.5873986885784573,0.025,0.445,0.0571862445018162,0.951,1.0
23,2.0,1.0,0.015,1.0,0.4142178655260028,1.0,1.0,0.8285,1.0,0.3599956809019975,1.0,0.25754675869745336,0.825,0.555,0.8750585759118368,0.159,2.0
24,1.0,1.0,0.095,1.0,0.5,1.0,1.0,0.0995,1.0,0.8333333333333334,1.0,0.0900022111383394,0.005,0.015,0.0,0.199,1.0
25,1.0,2.0,0.825,2.0,0.25247417495153723,1.0,2.0,0.5265,2.0,0.4847808916809585,2.0,0.2131053668073678,0.885,0.835,0.8064224447028082,0.713,2.0
26,1.0,1.0,0.445,2.0,0.6572393011576241,2.0,1.0,0.9565,2.0,0.10186146306387002,1.0,0.4470640442666032,0.045,0.515,0.10891135600521484,0.055,1.0
27,2.0,2.0,0.155,1.0,0.826218842399215,2.0,1.0,0.6495,2.0,0.8766992230483285,2.0,0.9027303696725728,0.965,0.275,0.30084287897419004,0.881,1.0
28,1.0,2.0,0.145,1.0,0.7616533345834451,2.0,1.0,0.4155,2.0,0.49279278242992,2.0,0.8273089360413332,0.035,0.165,0.7032337122124971,0.653,1.0
29,1.0,3.0,0.235,1.0,0.5897732382548304,2.0,1.0,0.0035,2.0,0.7367369845433509,1.0,0.3721094059022231,0.845,0.985,0.3939131215353019,0.239,2.0
30,1.0,1.0,0.635,2.0,0.5549855165089201,2.0,1.0,0.3305,1.0,0.5564730024784961,2.0,0.8971453465176952,0.045,0.655,0.18027416070410962,0.911,1.0
31,1.0,2.0,0.245,2.0,0.7856882649390329,1.0,2.0,0.5015,1.0,0.07308042115852653,2.0,0.2241813676861183,0.955,0.715,0.9287141627035151,0.907,2.0
32,1.0,1.0,0.585,1.0,0.02187352529986164,3.0,1.0,0.0065,2.0,0.2770475135409872,2.0,0.759451787133153,0.245,0.105,0.024300804884757832,0.779,2.0
33,1.0,1.0,0.045,2.0,0.7345674820793459,3.0,1.0,0.2565,2.0,0.6169372228881225,2.0,0.2180544744956182,0.455,0.595,0.9994879519651911,0.073,2.0
34,1.0,3.0,0.955,2.0,0.4210538537563632,3.0,1.0,0.1845,1.0,0.3586978723576153,1.0,0.9246712332998595,0.015,0.555,0.6639591525965725,0.289,1.0
35,1.0,2.0,0.675,1.0,0.4199049511396874,1.0,1.0,0.1995,2.0,0.7213182947797125,2.0,0.47297072045916366,0.035,0.245,0.45240651692321265,0.249,1.0
